Cle,Zone,region_fr,province_fr,cercle_fr,commune_fr,nom_fr,nom_ar,type_localite,caractere_zone,milieu,population,menage,total_menages_sd,Longitude,Latitude
Saidate - Nzala,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Saidate,Nzala,النزالة,sous-douar,,rural,10,2,0,,
Saidate - Jorf Rokhma,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Saidate,Jorf Rokhma,جرف الرخمة,douar,,rural,110,26,,,
Saidate - Twirs,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Saidate,Twirs,تويرس,douar,,rural,70,15,,-8.883492,31.442626
Saidate - Ahl Haimouda,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Saidate,Ahl Haimouda,أهل حيمودا,sous-douar,,rural,35,8,0,-8.793543,31.293546
Saidate - Toukhroubine,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Saidate,Toukhroubine,تخروبين,douar,,rural,230,60,,-8.90157,31.30388
Sid L'Mokhtar - Ahl Ahmed,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Ahl Ahmed,أهل أحمد,douar,,rural,167,32,,-9.05289,31.61034
Sid L'Mokhtar - Ahl Lahmad,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Ahl Lahmad,أهل لحماد,douar,,rural,115,13,,-9.0574,31.61659
Sid L'Mokhtar - Ben Aouaj,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Ben Aouaj,بن عواج,douar,,rural,368,62,10,-9.09175,31.61194
Sid L'Mokhtar - Dra Ben Azouz,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Dra Ben Azouz,درع بن عزوز,sous-douar,,rural,18,6,0,-9.0184183,31.5772691
Sid L'Mokhtar - Sehb Smar,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Sehb Smar,السهب السمار,sous-douar,,rural,13,4,0,-9.0184183,31.5772691
Sid L'Mokhtar - Ahl Brir,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Ahl Brir,أهل برير,douar,,rural,145,12,,-9.058243,31.568927
Sid L'Mokhtar - Laabidat,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Laabidat,لعبيدات,douar,,rural,849,80,47,-9.0184183,31.5772691
Sid L'Mokhtar - Azib Brihouma,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Azib Brihouma,عزيب برهوما,sous-douar,,rural,20,5,0,-9.0184183,31.5772691
Sid L'Mokhtar - Azib Echafai,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Azib Echafai,عزيب الشافعي,sous-douar,,rural,28,7,0,-9.0184183,31.5772691
Sid L'Mokhtar - Azib El Maleh,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Azib El Maleh,عزيب المالح,sous-douar,,rural,25,6,0,-9.0184183,31.5772691
Sid L'Mokhtar - Azib Ennachti,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Azib Ennachti,عزيب الناشطي,sous-douar,,rural,30,7,0,-9.0184183,31.5772691
Sid L'Mokhtar - Azib Zraa,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Azib Zraa,عزيب الزرع,sous-douar,,rural,35,10,0,-9.0184183,31.5772691
Sid L'Mokhtar - Lakdiya,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Lakdiya,الكدية,sous-douar,,rural,38,12,0,-9.0184183,31.5772691
Sid L'Mokhtar - Karkour,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Karkour,كركور,douar,,rural,448,70,10,-9.02667,31.63365
Sid L'Mokhtar - Aazib Karkour,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Aazib Karkour,عزيب كركور,sous-douar,,rural,55,10,0,-9.014694,31.647861
Sid L'Mokhtar - Lamzara,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Lamzara,لمزارة,douar,,rural,128,90,,-9.121132,31.56155
Sid L'Mokhtar - Lakliaa,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Lakliaa,لقليعة,douar,,rural,217,42,,-9.09673,31.56091
Sid L'Mokhtar - Lyazid,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Lyazid,اليزيد,douar,,rural,227,24,,-9.01185,31.61816
Sid L'Mokhtar - Oulad Azzouz,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Oulad Azzouz,أولاد عزوز,douar,,rural,710,110,,-9.0184183,31.5772691
Sid L'Mokhtar - Oulad Bouaanga,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Oulad Bouaanga,أولاد بوعنكة,douar,,rural,468,45,13,-9.0184183,31.5772691
Sid L'Mokhtar - Ben Rahal,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Ben Rahal,بن رحال,sous-douar,,rural,50,13,0,-9.035453,31.541936
Sid L'Mokhtar - Oulad Boukraa,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Oulad Boukraa,أولاد بوكراع,douar,,rural,235,27,,-8.986586299999999,31.5657321
Sid L'Mokhtar - Seheb Lahmer,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Seheb Lahmer,السهب لحمر,douar,,rural,388,92,36,-8.97801,31.52689
Sid L'Mokhtar - Lamribaat,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Lamribaat,المريبعات,sous-douar,,rural,120,24,0,-9.0184183,31.5772691
Sid L'Mokhtar - Taloua,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Taloua,الطالوع,sous-douar,,rural,70,12,0,-8.948047,31.519581
Sid L'Mokhtar - Znada Ba Omar,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Znada Ba Omar,الزنادة باعمر,douar,,rural,267,60,,-9.08695,31.57725
Sid L'Mokhtar - Ahl Himed,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Ahl Himed,أهل حيمد,douar,,rural,112,25,,-9.0184183,31.5772691
Sid L'Mokhtar - Loued,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Loued,الواد,douar,,rural,222,19,8,-9.0184183,31.5772691
Sid L'Mokhtar - Ahl Fahmi,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Ahl Fahmi,أهل فهمي,sous-douar,,rural,32,8,0,-9.116202,31.608153
Sid L'Mokhtar - Abad,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Abad,عباد,douar,,rural,199,17,8,-9.0184183,31.5772691
Sid L'Mokhtar - Azbane Abad,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Azbane Abad,عزبان عباد,sous-douar,,rural,35,8,0,-9.0184183,31.5772691
Sid L'Mokhtar - Lghaba,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Lghaba,الغابة,douar,,rural,398,80,,-9.0184183,31.5772691
Sid L'Mokhtar - Lmers,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Lmers,المرس,douar,,rural,229,50,,-9.0184183,31.5772691
Sid L'Mokhtar - Nzala Boumdiane,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Nzala Boumdiane,النزالة بومديان,douar,,rural,227,60,7,-9.1077,31.58631
Sid L'Mokhtar - Douihbate,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Douihbate,الدويهبات,sous-douar,,rural,40,7,0,-9.106165,31.580473
Sid L'Mokhtar - Oulad Zaouia,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Oulad Zaouia,أولاد الزاوية,douar,,rural,2614,446,,-9.0184183,31.5772691
Sid L'Mokhtar - Sdira,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Sdira,السديرة,douar,,rural,506,100,,-9.05125,31.63627
Sid L'Mokhtar - Si Lmamoune,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Si Lmamoune,سي المامون,douar,,rural,97,16,,-9.0184183,31.5772691
Sid L'Mokhtar - Sidi Jabbour,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Sidi Jabbour,سيدي جبور,douar,,rural,216,10,,-9.12687,31.5501
Sid L'Mokhtar - Sidi Mohamed Ben Yahya,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Sidi Mohamed Ben Yahya,سيدي أمحمد بن يحيى,douar,,rural,107,18,,-9.0184183,31.5772691
Sid L'Mokhtar - Znada Ahl Brahim,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Znada Ahl Brahim,الزنادة أهل إبراهيم,douar,,rural,372,120,,-9.08834,31.58143
Sid L'Mokhtar - Oulad Driss,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Oulad Driss,أولاد إدريس,douar,,rural,497,75,,-9.0184183,31.5772691
Sid L'Mokhtar - Jrifat,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Jrifat,الجريفات,douar,,urbain,403,84,,-9.02185,31.56961
Sid L'Mokhtar - Hachem,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Hachem,هاشم,douar,,rural,197,22,,-9.04555,31.60257
Sid L'Mokhtar - Salah,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Salah,صالح,douar,,rural,219,40,,-9.0184183,31.5772691
Sid L'Mokhtar - Lkabrane,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Lkabrane,الكبران,douar,,urbain,287,126,,-9.0184183,31.5772691
Sid L'Mokhtar - Lbassatine,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Lbassatine,البساتين,douar,,urbain,1500,500,230,-9.0184183,31.5772691
Sid L'Mokhtar - Lhamdou,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Lhamdou,الحمدو,sous-douar,,urbain,550,100,0,-9.0184183,31.5772691
Sid L'Mokhtar - Si Zouine,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Si Zouine,سي الزوين,sous-douar,,urbain,60,10,0,-9.015681,31.583744
Sid L'Mokhtar - Hour,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Hour,هور,sous-douar,,urbain,560,120,0,-9.02467,31.57594
Sid L'Mokhtar - Lhoucine Ben Azzouz,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Lhoucine Ben Azzouz,الحسين بن عزوز,douar,,rural,149,8,,-9.0184183,31.5772691
Sid L'Mokhtar - Tadioualt,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Tadioualt,تديوالت,douar,,rural,27,6,,-9.078816,31.545356
Sid L'Mokhtar - Hay Idari,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Hay Idari,حي اداري,douar,,urbain,1580,195,,-9.010691,31.578556
Sid L'Mokhtar - Hay Takddoum,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Hay Takddoum,حي تقدم,douar,,urbain,1142,275,,-9.006293,31.571765
Sid L'Mokhtar - Hay Inara,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Hay Inara,حي انارة,douar,,urbain,1145,605,,-9.005735,31.576883
Sid L'Mokhtar - Hay Filaha Hay El Amal Et Hay Riad,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Hay Filaha Hay El Amal Et Hay Riad,حي الفلاحة الأمل وحي رياض,douar,,urbain,4912,897,,-9.024145,31.582477
Sid L'Mokhtar - Azib Lyazid,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sid L'Mokhtar,Azib Lyazid,عزيب اليزيد,douar,,rural,67,24,,-9.0184183,31.5772691
Sidi Bouzid Arragragui - Âbad,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Âbad,عباد,douar,,rural,150,30,,9.4839392,35.0354386
Sidi Bouzid Arragragui - Agadir Rouha,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Agadir Rouha,أكادير الروحة,douar,,rural,560,121,,-8.75877,31.43443
Sidi Bouzid Arragragui - Arzen,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Arzen,أرزن,douar,,rural,90,25,,-8.75903,31.506267
Sidi Bouzid Arragragui - Azib Cheikh,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Azib Cheikh,عزيب الشيخ,douar,,rural,130,30,,-8.808842,31.536297
Sidi Bouzid Arragragui - Arib Rouha,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Arib Rouha,أعريب الروحة,douar,,rural,740,150,,9.4839392,35.0354386
Sidi Bouzid Arragragui - Akhnoukhat,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Akhnoukhat,أخنوخات,douar,,rural,500,116,,-8.784289,31.493331
Sidi Bouzid Arragragui - Hjjaj,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Hjjaj,حجاج,douar,,rural,36,7,,-8.757422,31.439302
Sidi Bouzid Arragragui - Hfid,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Hfid,حفيظ,douar,,rural,120,24,,-8.758413,31.496086
Sidi Bouzid Arragragui - Jaafra,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Jaafra,الجعافرة,douar,,rural,420,90,,-8.756073,31.515352
Sidi Bouzid Arragragui - Jdid,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Jdid,جديد,douar,,rural,200,50,,-8.792398,31.4942
Sidi Bouzid Arragragui - Jorf,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Jorf,الجرف,douar,,rural,500,70,20,-8.770067,31.460191
Sidi Bouzid Arragragui - Jorf Takannourte,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Jorf Takannourte,الجرف تاقنورت,sous-douar,,rural,100,20,0,-8.768011,31.452262
Sidi Bouzid Arragragui - Nouacer,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Nouacer,النواصر,douar,,rural,2600,600,,9.4839392,35.0354386
Sidi Bouzid Arragragui - Rehal,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Rehal,رحال,douar,,rural,130,30,,-8.760228,31.500472
Sidi Bouzid Arragragui - Sidi Boumahdi,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Sidi Boumahdi,سيدي بومهدي,douar,,rural,50,20,,-8.758571,31.481066
Sidi Bouzid Arragragui - Sidi Bouzid,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Sidi Bouzid,سيدي بوزيد,douar,,rural,510,120,,-8.787724,31.500473
Sidi Bouzid Arragragui - Moulay Brahim Rouha,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Moulay Brahim Rouha,مولاي إبراهيم الروحة,douar,,rural,750,150,,-8.758543,31.466453
Sidi Bouzid Arragragui - Coopérative Tajoujt,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Coopérative Tajoujt,تعاونية تاجوجت,douar,,rural,300,60,,9.4839392,35.0354386
Sidi Bouzid Arragragui - Kaoukaou,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Kaoukaou,قاوقاو,douar,,rural,360,60,,-8.784684,31.503498
Sidi Bouzid Arragragui - Cooperative Lbouzidia,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Cooperative Lbouzidia,تعاونية البوزيدية,douar,,rural,230,52,,9.4839392,35.0354386
Sidi Bouzid Arragragui - Draa Souk,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Draa Souk,دراع سوق,douar,,rural,530,180,,-8.781617,31.498354
Sidi Bouzid Arragragui - Lmaati,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi Bouzid Arragragui,Lmaati,المعطي,douar,,rural,530,117,,9.4839392,35.0354386
Sidi M'Hamed Dalil - Elaouamer,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Elaouamer,العوامر,douar,,rural,720,190,,-8.73166,31.36675
Sidi M'Hamed Dalil - Oulad Bouaangua,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Oulad Bouaangua,أولاد بوعنكة,douar,,rural,750,138,62,-8.6965079,31.3991985
Sidi M'Hamed Dalil - Ouled Bouangua Draa,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Ouled Bouangua Draa,اولاد بوعنكة درعة,sous-douar,,rural,200,62,0,-8.7432984,31.3988427
Sidi M'Hamed Dalil - Oulad Sidi Abdellah,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Oulad Sidi Abdellah,أولاد سيدي عبد الله,douar,,rural,300,70,67,-8.6965079,31.3991985
Sidi M'Hamed Dalil - Ahl Lkhadir,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Ahl Lkhadir,اهل الخضير,sous-douar,,rural,50,8,0,-8.6965079,31.3991985
Sidi M'Hamed Dalil - Ahl Salem,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Ahl Salem,أهل سالم,sous-douar,,rural,70,15,0,-8.699439,31.376613
Sidi M'Hamed Dalil - Ahel Hmid,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Ahel Hmid,أهل حميد,sous-douar,,rural,100,20,0,-8.6965079,31.3991985
Sidi M'Hamed Dalil - Ahel Brir,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Ahel Brir,أهل برير,sous-douar,,rural,20,8,0,-8.697179,31.382639
Sidi M'Hamed Dalil - Rwafiaa,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Rwafiaa,الروافيع,douar,,rural,400,70,10,-8.66488,31.41766
Sidi M'Hamed Dalil - Nzala,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Nzala,النزالة,sous-douar,,rural,40,10,0,-8.66399,31.3977
Sidi M'Hamed Dalil - Sidi M'Hamed Dalil,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Sidi M'Hamed Dalil,سيدي محمد الدليل,douar,,rural,360,54,18,-8.69694,31.399293
Sidi M'Hamed Dalil - Naima,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Naima,النعيمة,sous-douar,,rural,12,3,0,-8.70304,31.42836
Sidi M'Hamed Dalil - Ahl Laabid,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Ahl Laabid,اهل لعبيد,sous-douar,,rural,100,15,0,-8.692142,31.41796
Sidi M'Hamed Dalil - Sidi Mohamed Sanba,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Sidi Mohamed Sanba,سيدي محمد صنبا,douar,,rural,450,84,1,-8.6912,31.4786
Sidi M'Hamed Dalil - Azib Laguelatte,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Azib Laguelatte,أعزيب لكلات,sous-douar,,rural,2,1,0,-8.725354,31.49281
Sidi M'Hamed Dalil - Mouha,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Mouha,موحى,douar,,rural,100,15,,-8.692877,31.420041
Sidi M'Hamed Dalil - Lgattara,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Lgattara,الكطارة,douar,,rural,60,14,,-8.6965079,31.3991985
Sidi M'Hamed Dalil - Tamchannante,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Tamchannante,تامشننت,douar,,rural,60,13,5,-8.6965079,31.3991985
Sidi M'Hamed Dalil - Ahl Abay,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Ahl Abay,اهل اباي,sous-douar,,rural,20,5,0,-8.725915,31.470983
Sidi M'Hamed Dalil - Zaouia Lhaj Saddiq,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Zaouia Lhaj Saddiq,زاوية الحاج الصديق,douar,,rural,80,15,,-8.6965079,31.3991985
Sidi M'Hamed Dalil - Laaskri,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Laaskri,العسكري,douar,,rural,90,8,,-8.6965079,31.3991985
Sidi M'Hamed Dalil - Cooperative Ennajda,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Cooperative Ennajda,تعاونية النجدة,douar,,rural,70,20,,-8.624366,31.44707
Sidi M'Hamed Dalil - Draa Lkoudri,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Draa Lkoudri,دراع الكدري,douar,,rural,15,3,,-8.6965079,31.3991985
Sidi M'Hamed Dalil - Lokraym,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Chichaoua,Sidi M'Hamed Dalil,Lokraym,لكرايم,douar,,rural,130,15,,-8.6965079,31.3991985
Afalla Issen - Tachkiouine,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Imintanoute,Afalla Issen,Tachkiouine,تشكوين,douar,,rural,387,58,8,,
Afalla Issen - Iguioudmer,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Imintanoute,Afalla Issen,Iguioudmer,اكي اودمر,sous-douar,,rural,32,8,0,-9.001282,31.070788
Afalla Issen - Taddart,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Imintanoute,Afalla Issen,Taddart,تدارت,douar,,rural,525,65,,-8.9138,30.99329
Afalla Issen - Tifrit,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Imintanoute,Afalla Issen,Tifrit,تيفريت,douar,,rural,857,200,,-8.970252,31.010014
Afalla Issen - Tizinguerine,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Imintanoute,Afalla Issen,Tizinguerine,تزنكرين,douar,,rural,336,85,,-9.002136,31.001245
Afalla Issen - Tizgui Oufella,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Imintanoute,Afalla Issen,Tizgui Oufella,تزكي اوفلا,douar,,rural,391,65,,-8.9562,30.97417
Afalla Issen - Tizgui Ouzeddar,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Imintanoute,Afalla Issen,Tizgui Ouzeddar,تزكي اوزدار,douar,,rural,245,65,,-8.97649,30.96023
Afalla Issen - Akhefarga,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Imintanoute,Afalla Issen,Akhefarga,اخفركة,douar,,rural,418,132,,-8.92152,30.997086
Afalla Issen - Biouzoughrane,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Imintanoute,Afalla Issen,Biouzoughrane,بيوزغران,douar,,rural,612,162,39,-9.00263,31.0897
Afalla Issen - Lamsarih,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Imintanoute,Afalla Issen,Lamsarih,لمساريح,sous-douar,,rural,157,39,0,,
Afalla Issen - Wawourst,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Imintanoute,Afalla Issen,Wawourst,واورست,douar,,rural,183,55,,-8.97044,31.03622
Afalla Issen - Ait Alla,50 -100 zone a risque modere,Marrakech-Safi,Chichaoua,Imintanoute,Afalla Issen,Ait Alla,أيت علا,douar,,rural,270,25,,-8.98133,31.04165
